filename,width,height,channels,mean_luminosity,median_luminosity,std_luminosity,min_luminosity,max_luminosity,median_saturation,mean_saturation,std_saturation,min_saturation,max_saturation,predominant_color,predominant_color_percentage,color_category,color_temperature,name,likes,comments,date,engagement_total
zara_48600_713_31042024(1).png,1056,1370,3,103.87626147423137,69.0,77.10028175292648,13,242,61.0,79.48466807675293,60.62752682034562,0,235,"(np.int64(21), np.int64(34), np.int64(45))",39.40327084715771,Blue,cool,,,,,
zara_49200_307_16062025.png,1060,1372,3,111.06552959458716,112.0,40.871638203352994,31,236,64.0,67.737952445129,35.55195778363011,0,213,"(np.int64(57), np.int64(58), np.int64(48))",23.72662137631333,Yellow,warm,zara,49200.0,307.0,2025-06-16,49507.0
zara_508000_350_22042024.png,1060,1372,3,153.2142465207107,165.0,64.06635987488355,13,231,20.0,32.638533472688266,32.01149550563875,0,193,"(np.int64(208), np.int64(209), np.int64(207))",43.871431321854885,White,warm,zara,508000.0,350.0,2024-04-22,508350.0
zara_50900_341_07072025.png,1344,1014,3,119.14548038766789,118.0,86.84505589802869,0,255,1.0,4.636314806987884,6.498623999884894,0,204,"(np.int64(26), np.int64(26), np.int64(26))",41.05543228139382,Black,warm,zara,50900.0,341.0,2025-07-07,51241.0
zara_54100_469_07052024(1).png,1056,1366,3,98.21250249567416,65.0,69.67548279143446,13,252,46.0,66.65235813478859,49.47298882896357,0,246,"(np.int64(37), np.int64(38), np.int64(37))",41.596995762899866,Black,warm,zara,54100.0,469.0,2024-05-07,54569.0
zara_55700_242_11072025.png,1060,1374,3,51.16464804592019,55.0,27.00003867111295,0,230,105.0,100.87168369448793,35.13248393521609,0,255,"(np.int64(88), np.int64(72), np.int64(51))",36.2440608607289,Orange,warm,zara,55700.0,242.0,2025-07-11,55942.0
zara_56400_556_06062024(1).png,1060,1372,3,128.28620248638538,105.0,70.45727542007543,11,254,40.0,34.99034875405688,21.748186975161378,0,200,"(np.int64(235), np.int64(235), np.int64(231))",26.492931404367674,White,warm,zara,56400.0,556.0,2024-06-06,56956.0
zara_60100_785_25062024(1).png,1032,1400,3,79.2018507751938,79.0,43.182619879323944,1,255,58.0,65.00744739756368,40.27467286704318,0,255,"(np.int64(106), np.int64(87), np.int64(82))",29.602436323366554,Red,warm,zara,60100.0,785.0,2024-06-25,60885.0
zara_6044_93_12092024(1).png,1286,1030,3,47.50890168959217,30.0,47.338636241225565,3,255,204.0,192.72191034139124,56.78743226861467,0,255,"(np.int64(20), np.int64(12), np.int64(51))",50.06303885005058,Blue,cool,zara,6044.0,93.0,2024-09-12,6137.0
zara_62000_724_19052024.png,1062,1372,3,170.3448908215425,185.0,49.32758294033042,2,250,21.0,54.877209237205776,64.63069323875655,0,255,"(np.int64(212), np.int64(210), np.int64(206))",39.89392367116338,White,warm,zara,62000.0,724.0,2024-05-19,62724.0
zara_66700_590_04062024(1).png,1060,1380,3,134.74045050587912,141.0,58.77105241934023,0,255,81.0,84.70998427672956,50.7545700238081,0,255,"(np.int64(214), np.int64(204), np.int64(194))",23.183757178014766,White,warm,zara,66700.0,590.0,2024-06-04,67290.0
zara_66800_824_09052024.png,1340,1024,3,120.55735118353545,108.0,73.31683994759945,0,255,1.0,3.6112916861007465,11.977962003494309,0,255,"(np.int64(210), np.int64(210), np.int64(210))",29.91553463152985,White,warm,zara,66800.0,824.0,2024-05-09,67624.0
zara_67100_1174_20012024(1).png,1058,1370,3,217.37323899935149,224.0,21.954570339889923,14,243,11.0,14.553375050018628,17.291435198089548,0,255,"(np.int64(222), np.int64(230), np.int64(233))",58.721454886647436,White,warm,zara,67100.0,1174.0,2024-01-20,68274.0
zara_71700_476_11072024(1).png,1060,1372,3,148.44383973265857,178.0,59.94499455026117,1,225,37.0,54.40324412783981,42.2585846087881,0,255,"(np.int64(204), np.int64(208), np.int64(213))",33.36720941745971,White,warm,zara,71700.0,476.0,2024-07-11,72176.0
zara_72100_1150_20052024(1).png,1058,1374,3,127.52588994092284,130.0,50.30751281211888,0,252,60.0,67.37911469554761,42.019145283235346,0,255,"(np.int64(150), np.int64(123), np.int64(105))",30.058843276292365,Orange,warm,zara,72100.0,1150.0,2024-05-20,73250.0
zara_74400_626_07042024(1).png,1062,1376,3,180.4898632188061,189.0,44.42847064380251,2,255,14.0,25.441555944247362,26.048938724308442,0,255,"(np.int64(187), np.int64(179), np.int64(174))",24.96249945254675,Gray,warm,zara,74400.0,626.0,2024-04-07,75026.0
zara_80500_3182_11012024(1).png,1060,1376,3,163.92309195370777,230.0,90.10919776944203,3,255,6.0,28.090018922773147,34.41461362505304,0,255,"(np.int64(240), np.int64(240), np.int64(239))",53.04245283018868,White,warm,zara,80500.0,3182.0,2024-01-11,83682.0
zara_81000_599_06082024(1).png,1060,1374,3,202.14885405509324,217.0,32.96377154494319,30,254,12.0,26.55958501551729,37.7112457753799,0,250,"(np.int64(222), np.int64(220), np.int64(218))",55.243195737551844,White,warm,zara,81000.0,599.0,2024-08-06,81599.0
zara_85100_763_26022024.png,1058,1374,3,128.1294730933375,134.0,58.93164927740733,7,252,84.0,81.74066996310086,55.22936343512502,0,252,"(np.int64(90), np.int64(145), np.int64(169))",27.517727276479476,Blue,cool,zara,85100.0,763.0,2024-02-26,85863.0
zara_8561_263_13062024.png,1056,1392,3,150.63911474660398,132.0,80.96051067785955,14,255,85.0,73.18827009317312,45.03806187095408,0,255,"(np.int64(245), np.int64(240), np.int64(223))",40.99439981713688,White,warm,zara,8561.0,263.0,2024-06-13,8824.0
zara_86200_1762_17012024(1).png,1010,1318,3,167.10116438047447,171.0,40.54622729331272,10,248,19.0,25.634192220436002,22.21433833939603,0,234,"(np.int64(169), np.int64(174), np.int64(177))",39.690425036433844,Gray,warm,zara,86200.0,1762.0,2024-01-17,87962.0
zara_89000_536_22042024(1).png,1060,1376,3,163.06965225976305,176.0,60.808904769128134,11,255,17.0,27.10683688021062,28.052219954232196,0,226,"(np.int64(224), np.int64(223), np.int64(220))",31.69502797279509,White,warm,zara,89000.0,536.0,2024-04-22,89536.0
zara_92100_1016_15022024(1).png,1054,1370,3,166.4443454895497,164.0,53.58340322441336,2,254,19.0,24.404824166539704,22.85224407075327,0,255,"(np.int64(228), np.int64(224), np.int64(219))",34.09645562957936,White,warm,zara,92100.0,1016.0,2024-02-15,93116.0
zara_95000_629_15022024(1).png,1060,1374,3,149.96465353876576,143.0,55.6517647057464,4,247,31.0,33.96759633077916,23.327577760463406,0,255,"(np.int64(226), np.int64(221), np.int64(215))",28.204594765318173,White,warm,zara,95000.0,629.0,2024-02-15,95629.0
zara_98800_616_06042024(1).png,1062,1372,3,148.09907389105763,148.0,70.94599673484745,2,253,35.0,48.02471270994273,42.68181087295485,0,255,"(np.int64(225), np.int64(221), np.int64(212))",42.03205898985906,White,warm,zara,98800.0,616.0,2024-04-06,99416.0
